date,route,time_slot,day_of_week,month,is_weekend,is_monsoon,delay_minutes
2025-10-31,Churchgate-Virar,Afternoon (12-3pm),Friday,10,0,0,3
2025-10-31,Churchgate-Virar,Evening Peak (5-8pm),Friday,10,0,0,5
2025-10-31,Churchgate-Virar,Night (9pm-12am),Friday,10,0,0,7
2025-10-31,CSMT-Kalyan,Morning Peak (7-10am),Friday,10,0,0,18
2025-10-31,CSMT-Kalyan,Afternoon (12-3pm),Friday,10,0,0,2
2025-10-31,CSMT-Kalyan,Evening Peak (5-8pm),Friday,10,0,0,19
2025-10-31,CSMT-Kalyan,Night (9pm-12am),Friday,10,0,0,1
2025-10-31,Panvel-CSMT,Morning Peak (7-10am),Friday,10,0,0,6
2025-10-31,Panvel-CSMT,Afternoon (12-3pm),Friday,10,0,0,6
2025-10-31,Panvel-CSMT,Evening Peak (5-8pm),Friday,10,0,0,23
2025-10-31,Panvel-CSMT,Night (9pm-12am),Friday,10,0,0,8
2025-10-31,Harbour Line,Morning Peak (7-10am),Friday,10,0,0,21
2025-10-31,Harbour Line,Afternoon (12-3pm),Friday,10,0,0,3
2025-10-31,Harbour Line,Evening Peak (5-8pm),Friday,10,0,0,14
2025-10-31,Harbour Line,Night (9pm-12am),Friday,10,0,0,5
2025-11-01,Churchgate-Virar,Morning Peak (7-10am),Saturday,11,1,0,14
2025-11-01,Churchgate-Virar,Afternoon (12-3pm),Saturday,11,1,0,0
2025-11-01,Churchgate-Virar,Evening Peak (5-8pm),Saturday,11,1,0,10
2025-11-01,Churchgate-Virar,Night (9pm-12am),Saturday,11,1,0,0
2025-11-01,CSMT-Kalyan,Morning Peak (7-10am),Saturday,11,1,0,0
2025-11-01,CSMT-Kalyan,Afternoon (12-3pm),Saturday,11,1,0,2
2025-11-01,CSMT-Kalyan,Evening Peak (5-8pm),Saturday,11,1,0,11
2025-11-01,CSMT-Kalyan,Night (9pm-12am),Saturday,11,1,0,0
2025-11-01,Panvel-CSMT,Morning Peak (7-10am),Saturday,11,1,0,6
2025-11-01,Panvel-CSMT,Afternoon (12-3pm),Saturday,11,1,0,0
2025-11-01,Panvel-CSMT,Evening Peak (5-8pm),Saturday,11,1,0,5
2025-11-01,Panvel-CSMT,Night (9pm-12am),Saturday,11,1,0,0
2025-11-01,Harbour Line,Morning Peak (7-10am),Saturday,11,1,0,14
2025-11-01,Harbour Line,Afternoon (12-3pm),Saturday,11,1,0,0
2025-11-01,Harbour Line,Evening Peak (5-8pm),Saturday,11,1,0,7
2025-11-01,Harbour Line,Night (9pm-12am),Saturday,11,1,0,0
2025-11-02,Churchgate-Virar,Morning Peak (7-10am),Sunday,11,1,0,15
2025-11-02,Churchgate-Virar,Afternoon (12-3pm),Sunday,11,1,0,0
2025-11-02,Churchgate-Virar,Evening Peak (5-8pm),Sunday,11,1,0,9
2025-11-02,Churchgate-Virar,Night (9pm-12am),Sunday,11,1,0,0
2025-11-02,CSMT-Kalyan,Morning Peak (7-10am),Sunday,11,1,0,16
2025-11-02,CSMT-Kalyan,Afternoon (12-3pm),Sunday,11,1,0,2
2025-11-02,CSMT-Kalyan,Evening Peak (5-8pm),Sunday,11,1,0,18
2025-11-02,CSMT-Kalyan,Night (9pm-12am),Sunday,11,1,0,4
2025-11-02,Panvel-CSMT,Morning Peak (7-10am),Sunday,11,1,0,4
2025-11-02,Panvel-CSMT,Afternoon (12-3pm),Sunday,11,1,0,4
2025-11-02,Panvel-CSMT,Evening Peak (5-8pm),Sunday,11,1,0,8
2025-11-02,Panvel-CSMT,Night (9pm-12am),Sunday,11,1,0,0
2025-11-02,Harbour Line,Morning Peak (7-10am),Sunday,11,1,0,0
2025-11-02,Harbour Line,Afternoon (12-3pm),Sunday,11,1,0,4
2025-11-02,Harbour Line,Evening Peak (5-8pm),Sunday,11,1,0,0
2025-11-02,Harbour Line,Night (9pm-12am),Sunday,11,1,0,0
2025-11-03,Churchgate-Virar,Morning Peak (7-10am),Monday,11,0,0,20
2025-11-03,Churchgate-Virar,Afternoon (12-3pm),Monday,11,0,0,8
2025-11-03,Churchgate-Virar,Evening Peak (5-8pm),Monday,11,0,0,12
2025-11-03,Churchgate-Virar,Night (9pm-12am),Monday,11,0,0,4
2025-11-03,CSMT-Kalyan,Morning Peak (7-10am),Monday,11,0,0,5
2025-11-03,CSMT-Kalyan,Afternoon (12-3pm),Monday,11,0,0,6
2025-11-03,CSMT-Kalyan,Evening Peak (5-8pm),Monday,11,0,0,9
2025-11-03,CSMT-Kalyan,Night (9pm-12am),Monday,11,0,0,5
2025-11-03,Panvel-CSMT,Morning Peak (7-10am),Monday,11,0,0,7
2025-11-03,Panvel-CSMT,Afternoon (12-3pm),Monday,11,0,0,9
2025-11-03,Panvel-CSMT,Evening Peak (5-8pm),Monday,11,0,0,20
2025-11-03,Panvel-CSMT,Night (9pm-12am),Monday,11,0,0,2
2025-11-03,Harbour Line,Morning Peak (7-10am),Monday,11,0,0,9
2025-11-03,Harbour Line,Afternoon (12-3pm),Monday,11,0,0,5
2025-11-03,Harbour Line,Evening Peak (5-8pm),Monday,11,0,0,18
2025-11-03,Harbour Line,Night (9pm-12am),Monday,11,0,0,4
2025-11-04,Churchgate-Virar,Morning Peak (7-10am),Tuesday,11,0,0,19
2025-11-04,Churchgate-Virar,Afternoon (12-3pm),Tuesday,11,0,0,0
2025-11-04,Churchgate-Virar,Evening Peak (5-8pm),Tuesday,11,0,0,18
2025-11-04,Churchgate-Virar,Night (9pm-12am),Tuesday,11,0,0,3
2025-11-04,CSMT-Kalyan,Morning Peak (7-10am),Tuesday,11,0,0,9
2025-11-04,CSMT-Kalyan,Afternoon (12-3pm),Tuesday,11,0,0,9
2025-11-04,CSMT-Kalyan,Evening Peak (5-8pm),Tuesday,11,0,0,20
2025-11-04,CSMT-Kalyan,Night (9pm-12am),Tuesday,11,0,0,4
2025-11-04,Panvel-CSMT,Morning Peak (7-10am),Tuesday,11,0,0,11
2025-11-04,Panvel-CSMT,Afternoon (12-3pm),Tuesday,11,0,0,3
2025-11-04,Panvel-CSMT,Evening Peak (5-8pm),Tuesday,11,0,0,5
2025-11-04,Panvel-CSMT,Night (9pm-12am),Tuesday,11,0,0,4
2025-11-04,Harbour Line,Morning Peak (7-10am),Tuesday,11,0,0,14
2025-11-04,Harbour Line,Afternoon (12-3pm),Tuesday,11,0,0,5
2025-11-04,Harbour Line,Evening Peak (5-8pm),Tuesday,11,0,0,9
2025-11-04,Harbour Line,Night (9pm-12am),Tuesday,11,0,0,3
2025-11-05,Churchgate-Virar,Morning Peak (7-10am),Wednesday,11,0,0,6
2025-11-05,Churchgate-Virar,Afternoon (12-3pm),Wednesday,11,0,0,3
2025-11-05,Churchgate-Virar,Evening Peak (5-8pm),Wednesday,11,0,0,14
2025-11-05,Churchgate-Virar,Night (9pm-12am),Wednesday,11,0,0,9
2025-11-05,CSMT-Kalyan,Morning Peak (7-10am),Wednesday,11,0,0,23
2025-11-05,CSMT-Kalyan,Afternoon (12-3pm),Wednesday,11,0,0,9
2025-11-05,CSMT-Kalyan,Evening Peak (5-8pm),Wednesday,11,0,0,5
2025-11-05,CSMT-Kalyan,Night (9pm-12am),Wednesday,11,0,0,7
2025-11-05,Panvel-CSMT,Morning Peak (7-10am),Wednesday,11,0,0,9
2025-11-05,Panvel-CSMT,Afternoon (12-3pm),Wednesday,11,0,0,3
2025-11-05,Panvel-CSMT,Evening Peak (5-8pm),Wednesday,11,0,0,20
2025-11-05,Panvel-CSMT,Night (9pm-12am),Wednesday,11,0,0,7
2025-11-05,Harbour Line,Morning Peak (7-10am),Wednesday,11,0,0,20
2025-11-05,Harbour Line,Afternoon (12-3pm),Wednesday,11,0,0,6
2025-11-05,Harbour Line,Evening Peak (5-8pm),Wednesday,11,0,0,6
2025-11-05,Harbour Line,Night (9pm-12am),Wednesday,11,0,0,0
2025-11-06,Churchgate-Virar,Morning Peak (7-10am),Thursday,11,0,0,24
2025-11-06,Churchgate-Virar,Afternoon (12-3pm),Thursday,11,0,0,7
2025-11-06,Churchgate-Virar,Evening Peak (5-8pm),Thursday,11,0,0,16
2025-11-06,Churchgate-Virar,Night (9pm-12am),Thursday,11,0,0,1
2025-11-06,CSMT-Kalyan,Morning Peak (7-10am),Thursday,11,0,0,7
2025-11-06,CSMT-Kalyan,Afternoon (12-3pm),Thursday,11,0,0,0
2025-11-06,CSMT-Kalyan,Evening Peak (5-8pm),Thursday,11,0,0,5
2025-11-06,CSMT-Kalyan,Night (9pm-12am),Thursday,11,0,0,2
2025-11-06,Panvel-CSMT,Morning Peak (7-10am),Thursday,11,0,0,15
2025-11-06,Panvel-CSMT,Afternoon (12-3pm),Thursday,11,0,0,4
2025-11-06,Panvel-CSMT,Evening Peak (5-8pm),Thursday,11,0,0,16
2025-11-06,Panvel-CSMT,Night (9pm-12am),Thursday,11,0,0,2
2025-11-06,Harbour Line,Morning Peak (7-10am),Thursday,11,0,0,5
2025-11-06,Harbour Line,Afternoon (12-3pm),Thursday,11,0,0,0
2025-11-06,Harbour Line,Evening Peak (5-8pm),Thursday,11,0,0,12
2025-11-06,Harbour Line,Night (9pm-12am),Thursday,11,0,0,9
2025-11-07,Churchgate-Virar,Morning Peak (7-10am),Friday,11,0,0,15
2025-11-07,Churchgate-Virar,Afternoon (12-3pm),Friday,11,0,0,1
2025-11-07,Churchgate-Virar,Evening Peak (5-8pm),Friday,11,0,0,23
2025-11-07,Churchgate-Virar,Night (9pm-12am),Friday,11,0,0,1
2025-11-07,CSMT-Kalyan,Morning Peak (7-10am),Friday,11,0,0,7
2025-11-07,CSMT-Kalyan,Afternoon (12-3pm),Friday,11,0,0,6
2025-11-07,CSMT-Kalyan,Evening Peak (5-8pm),Friday,11,0,0,21
2025-11-07,CSMT-Kalyan,Night (9pm-12am),Friday,11,0,0,9
2025-11-07,Panvel-CSMT,Morning Peak (7-10am),Friday,11,0,0,12
2025-11-07,Panvel-CSMT,Afternoon (12-3pm),Friday,11,0,0,9
2025-11-07,Panvel-CSMT,Evening Peak (5-8pm),Friday,11,0,0,14
2025-11-07,Panvel-CSMT,Night (9pm-12am),Friday,11,0,0,9
2025-11-07,Harbour Line,Morning Peak (7-10am),Friday,11,0,0,6
2025-11-07,Harbour Line,Afternoon (12-3pm),Friday,11,0,0,2
2025-11-07,Harbour Line,Evening Peak (5-8pm),Friday,11,0,0,13
2025-11-07,Harbour Line,Night (9pm-12am),Friday,11,0,0,6
2025-11-08,Churchgate-Virar,Morning Peak (7-10am),Saturday,11,1,0,3
2025-11-08,Churchgate-Virar,Afternoon (12-3pm),Saturday,11,1,0,4
2025-11-08,Churchgate-Virar,Evening Peak (5-8pm),Saturday,11,1,0,17
2025-11-08,Churchgate-Virar,Night (9pm-12am),Saturday,11,1,0,2
2025-11-08,CSMT-Kalyan,Morning Peak (7-10am),Saturday,11,1,0,3
2025-11-08,CSMT-Kalyan,Afternoon (12-3pm),Saturday,11,1,0,3
2025-11-08,CSMT-Kalyan,Evening Peak (5-8pm),Saturday,11,1,0,3
2025-11-08,CSMT-Kalyan,Night (9pm-12am),Saturday,11,1,0,4
2025-11-08,Panvel-CSMT,Morning Peak (7-10am),Saturday,11,1,0,4
2025-11-08,Panvel-CSMT,Afternoon (12-3pm),Saturday,11,1,0,3
2025-11-08,Panvel-CSMT,Evening Peak (5-8pm),Saturday,11,1,0,2
2025-11-08,Panvel-CSMT,Night (9pm-12am),Saturday,11,1,0,0
2025-11-08,Harbour Line,Morning Peak (7-10am),Saturday,11,1,0,2
2025-11-08,Harbour Line,Afternoon (12-3pm),Saturday,11,1,0,0
2025-11-08,Harbour Line,Evening Peak (5-8pm),Saturday,11,1,0,17
2025-11-08,Harbour Line,Night (9pm-12am),Saturday,11,1,0,0
2025-11-09,Churchgate-Virar,Morning Peak (7-10am),Sunday,11,1,0,6
2025-11-09,Churchgate-Virar,Afternoon (12-3pm),Sunday,11,1,0,2
2025-11-09,Churchgate-Virar,Evening Peak (5-8pm),Sunday,11,1,0,4
2025-11-09,Churchgate-Virar,Night (9pm-12am),Sunday,11,1,0,0
2025-11-09,CSMT-Kalyan,Morning Peak (7-10am),Sunday,11,1,0,12
2025-11-09,CSMT-Kalyan,Afternoon (12-3pm),Sunday,11,1,0,1
2025-11-09,CSMT-Kalyan,Evening Peak (5-8pm),Sunday,11,1,0,2
2025-11-09,CSMT-Kalyan,Night (9pm-12am),Sunday,11,1,0,3
2025-11-09,Panvel-CSMT,Morning Peak (7-10am),Sunday,11,1,0,16
2025-11-09,Panvel-CSMT,Afternoon (12-3pm),Sunday,11,1,0,0
2025-11-09,Panvel-CSMT,Evening Peak (5-8pm),Sunday,11,1,0,19
2025-11-09,Panvel-CSMT,Night (9pm-12am),Sunday,11,1,0,3
2025-11-09,Harbour Line,Morning Peak (7-10am),Sunday,11,1,0,12
2025-11-09,Harbour Line,Afternoon (12-3pm),Sunday,11,1,0,0
2025-11-09,Harbour Line,Evening Peak (5-8pm),Sunday,11,1,0,16
2025-11-09,Harbour Line,Night (9pm-12am),Sunday,11,1,0,0
2025-11-10,Churchgate-Virar,Morning Peak (7-10am),Monday,11,0,0,16
2025-11-10,Churchgate-Virar,Afternoon (12-3pm),Monday,11,0,0,8
2025-11-10,Churchgate-Virar,Evening Peak (5-8pm),Monday,11,0,0,23
2025-11-10,Churchgate-Virar,Night (9pm-12am),Monday,11,0,0,8
2025-11-10,CSMT-Kalyan,Morning Peak (7-10am),Monday,11,0,0,11
2025-11-10,CSMT-Kalyan,Afternoon (12-3pm),Monday,11,0,0,3
2025-11-10,CSMT-Kalyan,Evening Peak (5-8pm),Monday,11,0,0,23
2025-11-10,CSMT-Kalyan,Night (9pm-12am),Monday,11,0,0,9
2025-11-10,Panvel-CSMT,Morning Peak (7-10am),Monday,11,0,0,19
2025-11-10,Panvel-CSMT,Afternoon (12-3pm),Monday,11,0,0,4
2025-11-10,Panvel-CSMT,Evening Peak (5-8pm),Monday,11,0,0,9
2025-11-10,Panvel-CSMT,Night (9pm-12am),Monday,11,0,0,2
2025-11-10,Harbour Line,Morning Peak (7-10am),Monday,11,0,0,16
2025-11-10,Harbour Line,Afternoon (12-3pm),Monday,11,0,0,8
2025-11-10,Harbour Line,Evening Peak (5-8pm),Monday,11,0,0,24
2025-11-10,Harbour Line,Night (9pm-12am),Monday,11,0,0,4
2025-11-11,Churchgate-Virar,Morning Peak (7-10am),Tuesday,11,0,0,8
2025-11-11,Churchgate-Virar,Afternoon (12-3pm),Tuesday,11,0,0,4
2025-11-11,Churchgate-Virar,Evening Peak (5-8pm),Tuesday,11,0,0,20
2025-11-11,Churchgate-Virar,Night (9pm-12am),Tuesday,11,0,0,8
2025-11-11,CSMT-Kalyan,Morning Peak (7-10am),Tuesday,11,0,0,11
2025-11-11,CSMT-Kalyan,Afternoon (12-3pm),Tuesday,11,0,0,4
2025-11-11,CSMT-Kalyan,Evening Peak (5-8pm),Tuesday,11,0,0,14
2025-11-11,CSMT-Kalyan,Night (9pm-12am),Tuesday,11,0,0,9
2025-11-11,Panvel-CSMT,Morning Peak (7-10am),Tuesday,11,0,0,11
2025-11-11,Panvel-CSMT,Afternoon (12-3pm),Tuesday,11,0,0,9
2025-11-11,Panvel-CSMT,Evening Peak (5-8pm),Tuesday,11,0,0,9
2025-11-11,Panvel-CSMT,Night (9pm-12am),Tuesday,11,0,0,2
2025-11-11,Harbour Line,Morning Peak (7-10am),Tuesday,11,0,0,15
2025-11-11,Harbour Line,Afternoon (12-3pm),Tuesday,11,0,0,1
2025-11-11,Harbour Line,Evening Peak (5-8pm),Tuesday,11,0,0,19
2025-11-11,Harbour Line,Night (9pm-12am),Tuesday,11,0,0,8
2025-11-12,Churchgate-Virar,Morning Peak (7-10am),Wednesday,11,0,0,14
2025-11-12,Churchgate-Virar,Afternoon (12-3pm),Wednesday,11,0,0,9
2025-11-12,Churchgate-Virar,Evening Peak (5-8pm),Wednesday,11,0,0,16
2025-11-12,Churchgate-Virar,Night (9pm-12am),Wednesday,11,0,0,0
2025-11-12,CSMT-Kalyan,Morning Peak (7-10am),Wednesday,11,0,0,10
2025-11-12,CSMT-Kalyan,Afternoon (12-3pm),Wednesday,11,0,0,6
2025-11-12,CSMT-Kalyan,Evening Peak (5-8pm),Wednesday,11,0,0,18
2025-11-12,CSMT-Kalyan,Night (9pm-12am),Wednesday,11,0,0,7
2025-11-12,Panvel-CSMT,Morning Peak (7-10am),Wednesday,11,0,0,14
2025-11-12,Panvel-CSMT,Afternoon (12-3pm),Wednesday,11,0,0,8
2025-11-12,Panvel-CSMT,Evening Peak (5-8pm),Wednesday,11,0,0,22
2025-11-12,Panvel-CSMT,Night (9pm-12am),Wednesday,11,0,0,9
2025-11-12,Harbour Line,Morning Peak (7-10am),Wednesday,11,0,0,6
2025-11-12,Harbour Line,Afternoon (12-3pm),Wednesday,11,0,0,4
2025-11-12,Harbour Line,Evening Peak (5-8pm),Wednesday,11,0,0,9
2025-11-12,Harbour Line,Night (9pm-12am),Wednesday,11,0,0,5
2025-11-13,Churchgate-Virar,Morning Peak (7-10am),Thursday,11,0,0,23
2025-11-13,Churchgate-Virar,Afternoon (12-3pm),Thursday,11,0,0,7
2025-11-13,Churchgate-Virar,Evening Peak (5-8pm),Thursday,11,0,0,20
2025-11-13,Churchgate-Virar,Night (9pm-12am),Thursday,11,0,0,0
2025-11-13,CSMT-Kalyan,Morning Peak (7-10am),Thursday,11,0,0,24
2025-11-13,CSMT-Kalyan,Afternoon (12-3pm),Thursday,11,0,0,0
2025-11-13,CSMT-Kalyan,Evening Peak (5-8pm),Thursday,11,0,0,11
2025-11-13,CSMT-Kalyan,Night (9pm-12am),Thursday,11,0,0,8
2025-11-13,Panvel-CSMT,Morning Peak (7-10am),Thursday,11,0,0,17
2025-11-13,Panvel-CSMT,Afternoon (12-3pm),Thursday,11,0,0,3
2025-11-13,Panvel-CSMT,Evening Peak (5-8pm),Thursday,11,0,0,8
2025-11-13,Panvel-CSMT,Night (9pm-12am),Thursday,11,0,0,5
2025-11-13,Harbour Line,Morning Peak (7-10am),Thursday,11,0,0,23
2025-11-13,Harbour Line,Afternoon (12-3pm),Thursday,11,0,0,5
2025-11-13,Harbour Line,Evening Peak (5-8pm),Thursday,11,0,0,11
2025-11-13,Harbour Line,Night (9pm-12am),Thursday,11,0,0,9
2025-11-14,Churchgate-Virar,Morning Peak (7-10am),Friday,11,0,0,23
2025-11-14,Churchgate-Virar,Afternoon (12-3pm),Friday,11,0,0,6
2025-11-14,Churchgate-Virar,Evening Peak (5-8pm),Friday,11,0,0,7
2025-11-14,Churchgate-Virar,Night (9pm-12am),Friday,11,0,0,1
2025-11-14,CSMT-Kalyan,Morning Peak (7-10am),Friday,11,0,0,24
2025-11-14,CSMT-Kalyan,Afternoon (12-3pm),Friday,11,0,0,7
2025-11-14,CSMT-Kalyan,Evening Peak (5-8pm),Friday,11,0,0,13
2025-11-14,CSMT-Kalyan,Night (9pm-12am),Friday,11,0,0,6
2025-11-14,Panvel-CSMT,Morning Peak (7-10am),Friday,11,0,0,5
2025-11-14,Panvel-CSMT,Afternoon (12-3pm),Friday,11,0,0,2
2025-11-14,Panvel-CSMT,Evening Peak (5-8pm),Friday,11,0,0,17
2025-11-14,Panvel-CSMT,Night (9pm-12am),Friday,11,0,0,8
2025-11-14,Harbour Line,Morning Peak (7-10am),Friday,11,0,0,21
2025-11-14,Harbour Line,Afternoon (12-3pm),Friday,11,0,0,8
2025-11-14,Harbour Line,Evening Peak (5-8pm),Friday,11,0,0,5
2025-11-14,Harbour Line,Night (9pm-12am),Friday,11,0,0,5
2025-11-15,Churchgate-Virar,Morning Peak (7-10am),Saturday,11,1,0,5
2025-11-15,Churchgate-Virar,Afternoon (12-3pm),Saturday,11,1,0,4
2025-11-15,Churchgate-Virar,Evening Peak (5-8pm),Saturday,11,1,0,11
2025-11-15,Churchgate-Virar,Night (9pm-12am),Saturday,11,1,0,0
2025-11-15,CSMT-Kalyan,Morning Peak (7-10am),Saturday,11,1,0,15
2025-11-15,CSMT-Kalyan,Afternoon (12-3pm),Saturday,11,1,0,0
2025-11-15,CSMT-Kalyan,Evening Peak (5-8pm),Saturday,11,1,0,10
2025-11-15,CSMT-Kalyan,Night (9pm-12am),Saturday,11,1,0,0
2025-11-15,Panvel-CSMT,Morning Peak (7-10am),Saturday,11,1,0,3
2025-11-15,Panvel-CSMT,Afternoon (12-3pm),Saturday,11,1,0,0
2025-11-15,Panvel-CSMT,Evening Peak (5-8pm),Saturday,11,1,0,18
2025-11-15,Panvel-CSMT,Night (9pm-12am),Saturday,11,1,0,0
2025-11-15,Harbour Line,Morning Peak (7-10am),Saturday,11,1,0,17
2025-11-15,Harbour Line,Afternoon (12-3pm),Saturday,11,1,0,3
2025-11-15,Harbour Line,Evening Peak (5-8pm),Saturday,11,1,0,16
2025-11-15,Harbour Line,Night (9pm-12am),Saturday,11,1,0,0
2025-11-16,Churchgate-Virar,Morning Peak (7-10am),Sunday,11,1,0,2
2025-11-16,Churchgate-Virar,Afternoon (12-3pm),Sunday,11,1,0,1
2025-11-16,Churchgate-Virar,Evening Peak (5-8pm),Sunday,11,1,0,10
2025-11-16,Churchgate-Virar,Night (9pm-12am),Sunday,11,1,0,4
2025-11-16,CSMT-Kalyan,Morning Peak (7-10am),Sunday,11,1,0,15
2025-11-16,CSMT-Kalyan,Afternoon (12-3pm),Sunday,11,1,0,2
2025-11-16,CSMT-Kalyan,Evening Peak (5-8pm),Sunday,11,1,0,5
2025-11-16,CSMT-Kalyan,Night (9pm-12am),Sunday,11,1,0,2
2025-11-16,Panvel-CSMT,Morning Peak (7-10am),Sunday,11,1,0,7
2025-11-16,Panvel-CSMT,Afternoon (12-3pm),Sunday,11,1,0,4
2025-11-16,Panvel-CSMT,Evening Peak (5-8pm),Sunday,11,1,0,3
2025-11-16,Panvel-CSMT,Night (9pm-12am),Sunday,11,1,0,4
2025-11-16,Harbour Line,Morning Peak (7-10am),Sunday,11,1,0,7
2025-11-16,Harbour Line,Afternoon (12-3pm),Sunday,11,1,0,4
2025-11-16,Harbour Line,Evening Peak (5-8pm),Sunday,11,1,0,17
2025-11-16,Harbour Line,Night (9pm-12am),Sunday,11,1,0,0
2025-11-17,Churchgate-Virar,Morning Peak (7-10am),Monday,11,0,0,13
2025-11-17,Churchgate-Virar,Afternoon (12-3pm),Monday,11,0,0,3
2025-11-17,Churchgate-Virar,Evening Peak (5-8pm),Monday,11,0,0,21
2025-11-17,Churchgate-Virar,Night (9pm-12am),Monday,11,0,0,8
2025-11-17,CSMT-Kalyan,Morning Peak (7-10am),Monday,11,0,0,5
2025-11-17,CSMT-Kalyan,Afternoon (12-3pm),Monday,11,0,0,4
2025-11-17,CSMT-Kalyan,Evening Peak (5-8pm),Monday,11,0,0,24
2025-11-17,CSMT-Kalyan,Night (9pm-12am),Monday,11,0,0,2
2025-11-17,Panvel-CSMT,Morning Peak (7-10am),Monday,11,0,0,10
2025-11-17,Panvel-CSMT,Afternoon (12-3pm),Monday,11,0,0,1
2025-11-17,Panvel-CSMT,Evening Peak (5-8pm),Monday,11,0,0,23
2025-11-17,Panvel-CSMT,Night (9pm-12am),Monday,11,0,0,4
2025-11-17,Harbour Line,Morning Peak (7-10am),Monday,11,0,0,19
2025-11-17,Harbour Line,Afternoon (12-3pm),Monday,11,0,0,8
2025-11-17,Harbour Line,Evening Peak (5-8pm),Monday,11,0,0,6
2025-11-17,Harbour Line,Night (9pm-12am),Monday,11,0,0,9
2025-11-18,Churchgate-Virar,Morning Peak (7-10am),Tuesday,11,0,0,22
2025-11-18,Churchgate-Virar,Afternoon (12-3pm),Tuesday,11,0,0,4
2025-11-18,Churchgate-Virar,Evening Peak (5-8pm),Tuesday,11,0,0,5
2025-11-18,Churchgate-Virar,Night (9pm-12am),Tuesday,11,0,0,5
2025-11-18,CSMT-Kalyan,Morning Peak (7-10am),Tuesday,11,0,0,5
2025-11-18,CSMT-Kalyan,Afternoon (12-3pm),Tuesday,11,0,0,1
2025-11-18,CSMT-Kalyan,Evening Peak (5-8pm),Tuesday,11,0,0,19
2025-11-18,CSMT-Kalyan,Night (9pm-12am),Tuesday,11,0,0,0
2025-11-18,Panvel-CSMT,Morning Peak (7-10am),Tuesday,11,0,0,15
2025-11-18,Panvel-CSMT,Afternoon (12-3pm),Tuesday,11,0,0,4
2025-11-18,Panvel-CSMT,Evening Peak (5-8pm),Tuesday,11,0,0,21
2025-11-18,Panvel-CSMT,Night (9pm-12am),Tuesday,11,0,0,0
2025-11-18,Harbour Line,Morning Peak (7-10am),Tuesday,11,0,0,6
2025-11-18,Harbour Line,Afternoon (12-3pm),Tuesday,11,0,0,8
2025-11-18,Harbour Line,Evening Peak (5-8pm),Tuesday,11,0,0,7
2025-11-18,Harbour Line,Night (9pm-12am),Tuesday,11,0,0,0
2025-11-19,Churchgate-Virar,Morning Peak (7-10am),Wednesday,11,0,0,20
2025-11-19,Churchgate-Virar,Afternoon (12-3pm),Wednesday,11,0,0,6
2025-11-19,Churchgate-Virar,Evening Peak (5-8pm),Wednesday,11,0,0,10
2025-11-19,Churchgate-Virar,Night (9pm-12am),Wednesday,11,0,0,0
2025-11-19,CSMT-Kalyan,Morning Peak (7-10am),Wednesday,11,0,0,9
2025-11-19,CSMT-Kalyan,Afternoon (12-3pm),Wednesday,11,0,0,4
2025-11-19,CSMT-Kalyan,Evening Peak (5-8pm),Wednesday,11,0,0,10
2025-11-19,CSMT-Kalyan,Night (9pm-12am),Wednesday,11,0,0,2
2025-11-19,Panvel-CSMT,Morning Peak (7-10am),Wednesday,11,0,0,9
2025-11-19,Panvel-CSMT,Afternoon (12-3pm),Wednesday,11,0,0,4
2025-11-19,Panvel-CSMT,Evening Peak (5-8pm),Wednesday,11,0,0,9
2025-11-19,Panvel-CSMT,Night (9pm-12am),Wednesday,11,0,0,9
2025-11-19,Harbour Line,Morning Peak (7-10am),Wednesday,11,0,0,14
2025-11-19,Harbour Line,Afternoon (12-3pm),Wednesday,11,0,0,2
2025-11-19,Harbour Line,Evening Peak (5-8pm),Wednesday,11,0,0,21
2025-11-19,Harbour Line,Night (9pm-12am),Wednesday,11,0,0,4
2025-11-20,Churchgate-Virar,Morning Peak (7-10am),Thursday,11,0,0,18
2025-11-20,Churchgate-Virar,Afternoon (12-3pm),Thursday,11,0,0,8
2025-11-20,Churchgate-Virar,Evening Peak (5-8pm),Thursday,11,0,0,18
2025-11-20,Churchgate-Virar,Night (9pm-12am),Thursday,11,0,0,0
2025-11-20,CSMT-Kalyan,Morning Peak (7-10am),Thursday,11,0,0,23
2025-11-20,CSMT-Kalyan,Afternoon (12-3pm),Thursday,11,0,0,3
2025-11-20,CSMT-Kalyan,Evening Peak (5-8pm),Thursday,11,0,0,5
2025-11-20,CSMT-Kalyan,Night (9pm-12am),Thursday,11,0,0,0
2025-11-20,Panvel-CSMT,Morning Peak (7-10am),Thursday,11,0,0,12
2025-11-20,Panvel-CSMT,Afternoon (12-3pm),Thursday,11,0,0,1
2025-11-20,Panvel-CSMT,Evening Peak (5-8pm),Thursday,11,0,0,12
2025-11-20,Panvel-CSMT,Night (9pm-12am),Thursday,11,0,0,6
2025-11-20,Harbour Line,Morning Peak (7-10am),Thursday,11,0,0,6
2025-11-20,Harbour Line,Afternoon (12-3pm),Thursday,11,0,0,5
2025-11-20,Harbour Line,Evening Peak (5-8pm),Thursday,11,0,0,7
2025-11-20,Harbour Line,Night (9pm-12am),Thursday,11,0,0,1
2025-11-21,Churchgate-Virar,Morning Peak (7-10am),Friday,11,0,0,16
2025-11-21,Churchgate-Virar,Afternoon (12-3pm),Friday,11,0,0,0
2025-11-21,Churchgate-Virar,Evening Peak (5-8pm),Friday,11,0,0,16
